,Date,Open,High,Low,Close,Volume,OtherData
0,2007-11-28,40.0,40.0,40.0,40.0,100.0,0.0
1,2008-04-04,55.0,55.0,55.0,55.0,100.0,0.0
2,2008-12-15,82.0,82.0,82.0,82.0,100.0,0.0
3,2008-12-22,49.5,49.5,49.5,49.5,700.0,0.0
4,2009-01-07,50.0,55.0,50.0,55.0,400.0,0.0
5,2010-07-02,300.0,300.0,300.0,300.0,20.0,0.0
6,2010-07-05,330.0,330.0,330.0,330.0,30.0,0.0
7,2010-07-06,330.0,330.0,330.0,330.0,10.0,0.0
8,2010-07-07,330.0,330.0,330.0,330.0,30.0,0.0
9,2010-07-08,350.0,350.0,350.0,350.0,10.0,0.0
10,2010-07-09,345.0,345.0,345.0,345.0,30.0,0.0
11,2010-07-12,350.0,350.0,350.0,350.0,290.0,0.0
12,2010-07-13,350.0,350.0,350.0,350.0,60.0,0.0
13,2010-07-14,350.0,350.0,350.0,350.0,50.0,0.0
14,2010-07-15,350.0,350.0,345.0,345.0,30.0,0.0
15,2010-07-16,345.0,345.0,340.0,345.0,180.0,0.0
16,2010-07-21,340.0,345.0,340.0,345.0,200.0,0.0
17,2010-06-04,91.0,91.0,91.0,91.0,500.0,-9100.0
18,2010-06-07,130.0,130.0,130.0,130.0,100.0,0.0
19,2010-06-09,150.0,150.0,150.0,150.0,400.0,0.0
20,2010-06-16,200.0,200.0,200.0,200.0,100.0,0.0
21,2010-06-18,300.0,300.0,300.0,300.0,400.0,0.0
22,2010-06-21,300.0,300.0,300.0,300.0,150.0,30000.0
23,2010-06-24,290.0,300.0,290.0,300.0,160.0,0.0
24,2010-06-25,295.0,300.0,295.0,300.0,100.0,0.0
25,2010-06-29,300.0,300.0,300.0,300.0,30.0,0.0
26,2010-08-17,250.0,250.0,250.0,250.0,50.0,0.0
27,2010-08-18,276.0,276.0,276.0,276.0,30.0,0.0
28,2010-08-23,345.0,345.0,345.0,345.0,100.0,0.0
29,2010-08-27,310.0,310.0,310.0,310.0,10.0,0.0
30,2010-09-15,300.0,300.0,300.0,300.0,170.0,51000.0
31,2010-09-16,305.0,305.0,305.0,305.0,150.0,0.0
32,2010-09-17,325.0,325.0,325.0,325.0,10.0,0.0
33,2010-09-27,320.0,320.0,320.0,320.0,100.0,0.0
34,2010-09-28,325.0,325.0,325.0,325.0,100.0,0.0
35,2010-09-29,320.0,320.0,320.0,320.0,10.0,0.0
36,2010-09-30,320.0,320.0,320.0,320.0,10.0,0.0
37,2010-10-04,320.0,320.0,320.0,320.0,100.0,0.0
38,2010-10-06,320.0,320.0,320.0,320.0,80.0,0.0
39,2010-10-18,350.0,350.0,330.0,330.0,20.0,0.0
40,2010-10-19,320.0,320.0,320.0,320.0,100.0,32000.0
41,2010-10-21,320.0,320.0,320.0,320.0,100.0,32000.0
42,2010-10-22,320.0,320.0,320.0,320.0,600.0,192000.0
43,2010-10-26,320.0,320.0,320.0,320.0,490.0,156800.0
44,2010-10-28,320.0,320.0,320.0,320.0,60.0,19200.0
45,2010-10-29,320.0,320.0,320.0,320.0,410.0,131200.0
46,2010-11-02,320.0,320.0,320.0,320.0,100.0,32000.0
47,2010-11-12,320.0,320.0,320.0,320.0,290.0,92800.0
48,2010-11-19,349.8,350.0,349.8,350.0,190.0,0.0
49,2010-11-23,487.4,487.4,487.4,487.4,10.0,0.0
50,2010-11-24,487.4,520.0,487.4,520.0,40.0,0.0
51,2010-11-25,624.0,780.0,624.0,780.0,150.0,-23400.0
52,2010-11-26,780.0,780.0,780.0,780.0,50.0,0.0
53,2010-11-30,780.0,780.0,780.0,780.0,30.0,0.0
54,2010-12-01,780.0,780.0,780.0,780.0,20.0,0.0
55,2010-12-17,780.0,780.0,780.0,780.0,20.0,0.0
56,2010-12-30,800.0,800.0,800.0,800.0,60.0,0.0
57,2011-01-06,800.0,800.0,800.0,800.0,10.0,0.0
58,2011-01-12,999.5,999.5,980.0,980.0,250.0,-9995.0
59,2011-01-13,999.5,1000.0,999.5,1000.0,400.0,-19990.0
60,2011-01-14,1180.0,1200.0,1180.0,1200.0,360.0,0.0
61,2011-01-17,1400.0,1400.0,1400.0,1400.0,200.0,0.0
62,2011-01-18,1400.0,1400.0,1400.0,1400.0,100.0,0.0
63,2011-01-21,2000.0,2000.0,2000.0,2000.0,10.0,0.0
64,2011-01-24,2000.0,2000.0,2000.0,2000.0,55.0,-10000.0
65,2011-01-25,2500.0,2500.0,2500.0,2500.0,40.0,0.0
66,2011-01-26,2500.0,2500.0,2500.0,2500.0,15.0,0.0
67,2011-01-27,2500.0,3000.0,2500.0,3000.0,10.0,0.0
68,2011-01-28,3000.0,3000.0,3000.0,3000.0,5.0,0.0
69,2011-02-04,3000.0,3000.0,3000.0,3000.0,5.0,0.0
70,2011-02-11,2900.0,2900.0,1540.0,1540.0,10.0,-14500.0
71,2011-02-14,1530.0,1530.0,1500.0,1500.0,10.0,0.0
72,2011-02-15,2240.0,2250.0,2240.0,2250.0,10.0,0.0
73,2011-02-16,2250.0,2900.0,2250.0,2900.0,10.0,0.0
74,2011-02-17,2000.0,2000.0,2000.0,2000.0,5.0,0.0
75,2011-02-18,2000.0,2500.0,2000.0,2000.0,60.0,0.0
76,2011-02-24,1800.0,1800.0,1800.0,1800.0,5.0,0.0
77,2011-02-25,1500.0,1500.0,1400.0,1400.0,20.0,0.0
78,2011-02-28,1400.0,1400.0,1400.0,1400.0,15.0,0.0
79,2011-03-04,1610.0,1610.0,1610.0,1610.0,5.0,0.0
80,2011-03-07,1690.0,1700.0,1610.0,1610.0,15.0,0.0
81,2011-03-08,1610.0,1610.0,1610.0,1610.0,5.0,0.0
82,2011-03-10,1850.0,1850.0,1601.0,1601.0,15.0,0.0
83,2011-03-23,1840.0,1840.0,1840.0,1840.0,10.0,0.0
84,2011-04-14,1840.0,1840.0,1840.0,1840.0,5.0,0.0
85,2011-04-29,1000.0,1000.0,1000.0,1000.0,5.0,0.0
86,2011-05-10,999.5,999.5,999.5,999.5,500.0,0.0
87,2011-05-11,999.5,999.5,999.5,999.5,80.0,0.0
88,2011-06-23,900.0,900.0,900.0,900.0,80.0,0.0
89,2011-08-02,850.0,850.0,850.0,850.0,10.0,0.0
90,2011-08-26,1005.0,1005.0,1005.0,1005.0,10.0,0.0
91,2011-09-05,1407.0,1407.0,1407.0,1407.0,5.0,0.0
92,2012-01-02,1400.0,1400.0,1355.0,1400.0,390.0,0.0
93,2012-01-03,1410.0,1450.0,1410.0,1430.0,230.0,-14300.0
94,2012-01-04,801.0,801.0,801.0,801.0,5.0,0.0
95,2012-02-08,1010.0,1010.0,1010.0,1010.0,10.0,0.0
96,2012-02-15,1010.0,1010.0,1010.0,1010.0,20.0,0.0
97,2012-07-03,950.0,950.0,950.0,950.0,130.0,0.0
98,2012-07-06,950.0,950.0,950.0,950.0,160.0,0.0
99,2012-07-10,950.0,950.0,950.0,950.0,200.0,0.0
100,2012-09-03,850.0,850.0,850.0,850.0,120.0,0.0
101,2012-09-04,900.0,900.0,900.0,900.0,40.0,0.0
102,2012-11-05,700.0,700.0,700.0,700.0,200.0,0.0
103,2012-11-06,700.0,700.0,700.0,700.0,180.0,0.0
104,2012-11-07,750.0,750.0,750.0,750.0,200.0,0.0
105,2012-11-08,700.0,700.0,700.0,700.0,10.0,0.0
106,2012-11-09,725.5,725.5,700.0,700.0,240.0,0.0
107,2012-11-12,700.0,700.0,700.0,700.0,210.0,-14000.0
108,2012-11-13,700.0,700.0,700.0,700.0,100.0,0.0
109,2012-11-15,700.0,700.0,680.0,680.0,20.0,0.0
110,2012-11-21,340.0,340.0,340.0,340.0,5910.0,-1931200.0
111,2012-11-22,250.0,250.0,240.0,242.4,16200.0,-2513964.0
112,2012-11-23,242.4,246.0,240.0,244.0,71170.0,-6915736.0
113,2012-11-26,244.0,246.0,244.0,244.6,31900.0,-6174330.0
114,2012-11-27,244.0,244.8,243.0,244.8,8010.0,-1520968.0
115,2012-11-28,244.4,244.6,244.2,244.4,9510.0,-829314.0
116,2012-11-29,244.6,244.6,243.0,243.0,10600.0,-2297374.0
117,2012-12-03,243.0,243.6,241.0,241.0,16810.0,-1775788.0
118,2012-12-04,241.0,242.0,240.4,241.0,1910.0,0.0
119,2012-12-05,241.0,241.0,240.0,241.0,16300.0,-3088846.0
120,2012-12-06,241.0,242.0,241.0,242.0,10890.0,-2415000.0
121,2012-12-07,241.6,242.0,240.0,240.0,226700.0,-20545824.0
122,2012-12-10,241.6,243.0,240.0,243.0,700.0,81600.0
123,2012-12-11,242.0,243.0,241.0,243.0,4120.0,0.0
124,2012-12-12,243.0,243.0,240.0,240.0,601320.0,-2331174.0
125,2012-12-13,240.0,242.0,240.0,241.0,310.0,28800.0
126,2012-12-14,241.0,242.0,240.2,242.0,3470.0,-559120.0
127,2012-12-17,242.0,242.0,240.2,242.0,840.0,0.0
128,2012-12-18,242.0,243.0,242.0,243.0,420.0,29050.0
129,2012-12-19,242.0,243.0,242.0,243.0,126200.0,0.0
130,2012-12-20,243.0,243.0,243.0,243.0,40.0,0.0
131,2012-12-21,243.0,243.0,242.6,242.8,540.0,0.0
132,2012-12-26,243.4,243.4,240.4,241.0,1180.0,-2434.0
133,2012-12-27,241.0,241.6,241.0,241.6,70.0,0.0
134,2012-12-28,243.2,244.0,243.0,244.0,26370.0,-3179320.0
135,2013-01-02,244.2,244.6,244.0,244.2,55210.0,11109778.0
136,2013-01-03,243.2,244.0,243.0,244.0,1160.0,0.0
137,2013-01-04,242.0,242.0,241.6,242.0,24080.0,-3630000.0
138,2013-01-07,242.2,242.2,240.2,242.2,2270.0,268830.0
139,2013-01-08,242.2,243.4,242.2,243.4,5980.0,479190.0
140,2013-01-09,243.4,244.4,243.4,244.0,34580.0,-3714684.0
141,2013-01-10,244.0,244.0,242.0,244.0,18280.0,52792.0
142,2013-01-11,244.2,244.2,244.0,244.0,23700.0,5343620.0
143,2013-01-14,244.0,244.0,244.0,244.0,2110.0,170800.0
144,2013-01-15,244.0,244.0,243.0,243.0,4100.0,0.0
145,2013-01-16,243.0,243.0,242.0,242.4,6550.0,324960.0
146,2013-01-17,242.4,244.0,242.4,243.0,20640.0,-4094790.0
147,2013-01-18,244.0,244.0,243.0,244.0,68950.0,4754430.0
148,2013-01-21,244.0,244.2,243.8,244.0,27100.0,1837320.0
149,2013-01-22,244.0,244.2,243.2,244.0,33580.0,-247328.0
150,2013-01-23,242.4,242.4,242.0,242.0,14610.0,-2890774.0
151,2013-01-24,242.2,242.2,242.0,242.0,3370.0,-791348.0
152,2013-01-25,243.0,244.0,241.6,241.6,6840.0,-558366.0
153,2013-01-28,243.8,243.8,241.0,241.0,9760.0,-2214002.0
154,2013-01-29,241.0,241.0,240.4,240.8,5890.0,-985220.0
155,2013-01-30,240.6,240.8,240.0,240.0,38080.0,-8984760.0
156,2013-01-31,240.0,241.0,239.8,240.0,29030.0,-1603720.0
157,2013-02-01,240.0,240.0,240.0,240.0,40100.0,-3060000.0
158,2013-02-04,240.0,246.8,239.8,246.4,200270.0,-13695372.0
159,2013-02-05,246.8,290.0,246.8,281.0,440800.0,548690.0
160,2013-02-06,294.8,305.0,271.0,271.4,194860.0,4872384.0
161,2013-02-07,280.0,287.0,280.0,282.0,241180.0,19159366.0
162,2013-02-08,288.4,288.4,282.0,285.0,173670.0,40705934.0
163,2013-02-11,289.0,297.4,287.6,295.0,143080.0,25218242.0
164,2013-02-12,295.0,305.0,287.0,300.0,117070.0,11385278.0
165,2013-02-13,303.4,314.0,303.4,310.0,131630.0,2819144.0
166,2013-02-14,309.0,314.6,303.0,303.0,105360.0,2515308.0
167,2013-02-15,303.0,306.0,299.0,303.2,75990.0,8309724.0
168,2013-02-18,309.0,309.0,295.0,295.4,158400.0,-2909404.0
169,2013-02-19,302.8,302.8,297.0,302.4,208170.0,42346328.0
170,2013-02-20,303.0,303.0,298.0,300.0,122680.0,15413344.0
171,2013-02-21,300.0,300.0,294.0,295.8,109590.0,18684152.0
172,2013-02-22,295.6,300.0,288.0,300.0,23590.0,2892098.0
173,2013-02-25,300.0,304.0,300.0,302.0,128660.0,11080462.0
174,2013-02-26,302.0,302.0,300.0,301.0,171700.0,34083624.0
175,2013-02-27,302.0,302.0,292.0,292.2,96990.0,-1508460.0
176,2013-02-28,299.4,301.0,295.2,300.0,40050.0,541860.0
177,2013-03-01,300.0,300.0,295.0,295.4,208940.0,-35424.0
178,2013-03-04,299.6,300.0,297.0,298.6,132610.0,33771926.0
179,2013-03-05,300.0,300.4,294.0,298.0,76070.0,6287244.0
180,2013-03-06,299.0,300.0,295.0,295.0,105040.0,8336674.0
181,2013-03-07,295.2,299.8,295.2,298.8,242040.0,37882526.0
182,2013-03-08,298.8,301.0,298.8,300.0,205670.0,47302614.0
183,2013-03-11,303.0,305.0,300.0,303.0,137150.0,30261300.0
184,2013-03-12,302.8,303.0,300.0,300.0,52060.0,10673706.0
185,2013-03-13,295.0,298.0,295.0,298.0,7710.0,597310.0
186,2013-03-14,298.0,298.0,297.0,298.0,4220.0,981500.0
187,2013-03-15,296.0,297.0,294.8,294.8,7610.0,893930.0
188,2013-03-18,294.8,295.0,270.0,275.0,108080.0,-2980544.0
189,2013-03-19,276.0,277.0,276.0,276.2,18040.0,2142080.0
