^FINANCIAL,04/12/2006,704.51,704.75,700.77,701.51,31944,-38554
ASIA,04/12/2006,3.9,3.9,3.9,3.9,2000,0
BDO,04/12/2006,35,35,34.5,34.5,89500,0
BPI,04/12/2006,61,61,60.5,60.5,1333700,-76039350
CSB,04/12/2006,19,19.75,19,19.75,3100,0
EIB,04/12/2006,0.5,0.54,0.5,0.54,15500000,270000
EPCI,04/12/2006,71,71,70,71,91800,-3014900
IBNK,04/12/2006,32,32,32,32,5000,0
MBT,04/12/2006,39.5,39.5,38.5,39,1632000,39787000
PBC,04/12/2006,51,51,51,51,500,0
PNB,04/12/2006,34,34.5,34,34.5,12000,0
RCB,04/12/2006,14.5,15,14.25,14.75,137100,-45725
SECB,04/12/2006,46.5,47.5,46.5,47.5,12700,0
FMIC,04/12/2006,27.5,28,27.5,28,10100,-2750
MFC,04/12/2006,3230,3230,3230,3230,80,0
PCIL,04/12/2006,1,1,1,1,30000,0
PSE,04/12/2006,186,186,185,185,2700,500500
SLF,04/12/2006,2165,2165,2160,2160,590,0
V,04/12/2006,1.12,1.2,1.12,1.18,12482000,-9120
^INDUSTRIAL,04/12/2006,3031.95,3049.49,3020.67,3045.02,46639,-9955
FGEN,04/12/2006,44,44.5,44,44.5,287000,0
FPH,04/12/2006,45.5,46,45,46,583400,8049000
MER,04/12/2006,14,14.25,14,14,12100,0
MERB,04/12/2006,20.25,20.25,20,20,477800,-5056350
MWC,04/12/2006,6.4,6.5,6.4,6.5,3507000,8474700
PCOR,04/12/2006,4.3,4.35,4.25,4.35,6164000,-14816950
PWR,04/12/2006,0.2,0.2,0.2,0.2,40000,0
TA,04/12/2006,0.95,0.98,0.95,0.98,950000,9800
CAC,04/12/2006,1.9,1.94,1.9,1.94,17000,0
CBC,04/12/2006,2.1,2.1,2.1,2.1,20000,0
GSMI,04/12/2006,19.5,20,19.5,20,251700,24850
JFC,04/12/2006,35.5,36,35.5,35.5,139900,-4212800
PF,04/12/2006,56,56,56,56,100,0
RFM,04/12/2006,0.75,0.76,0.75,0.76,170000,0
ROX,04/12/2006,2.7,2.8,2.7,2.75,669000,206250
SFI,04/12/2006,0.185,0.185,0.185,0.185,270000,0
SMC,04/12/2006,59.5,60,59,60,292900,0
SMCB,04/12/2006,78.5,80.5,78,78.5,445400,-6840700
URC,04/12/2006,18.5,18.75,18.25,18.75,2729200,835300
VITA,04/12/2006,0.26,0.26,0.26,0.26,140000,0
CMT,04/12/2006,0.33,0.34,0.32,0.33,5720000,0
EEI,04/12/2006,1.54,1.54,1.46,1.48,8551000,14800
FCC,04/12/2006,0.84,0.84,0.84,0.84,50000,0
HLCM,04/12/2006,4.4,4.6,4.4,4.45,1824000,3356350
PNC,04/12/2006,3,3,3,3,8000,0
COAT,04/12/2006,1.3,1.3,1.3,1.3,10000,0
GEI,04/12/2006,0.07,0.07,0.07,0.07,7300000,0
PCP,04/12/2006,0.07,0.07,0.07,0.07,5600000,0
STN,04/12/2006,0.46,0.46,0.45,0.45,410000,0
^HOLDING,04/12/2006,1096.27,1096.27,1088.83,1090.25,266510,1697
ABA,04/12/2006,0.008,0.008,0.0075,0.008,25000000,0
AC,04/12/2006,352.5,355,352.5,352.5,60040,3923325
ACR,04/12/2006,0.54,0.54,0.54,0.54,20000,0
AEV,04/12/2006,5.4,5.6,5.4,5.5,2917000,-2760000
AJO,04/12/2006,0.024,0.024,0.024,0.024,30500000,0
ANS,04/12/2006,2.7,2.75,2.7,2.75,148000,0
APC,04/12/2006,0.22,0.22,0.215,0.215,4130000,-301350
APM,04/12/2006,0.0075,0.0075,0.0075,0.0075,182000000,750000
APO,04/12/2006,0.9,0.92,0.9,0.9,1230000,-90000
B,04/12/2006,0.9,0.97,0.9,0.96,40000,0
BPC,04/12/2006,0.99,0.99,0.98,0.98,4880000,-1961000
DMC,04/12/2006,3.6,3.65,3.55,3.6,1487000,3599000
FC,04/12/2006,0.25,0.26,0.25,0.26,90000,0
FDC,04/12/2006,2.9,2.9,2.85,2.9,1915000,-580000
HI,04/12/2006,1.3,1.3,1.26,1.26,305000,0
JGS,04/12/2006,5.7,5.7,5.7,5.7,33000,0
MED,04/12/2006,0.23,0.23,0.23,0.23,1050000,0
POPI,04/12/2006,0.235,0.235,0.235,0.235,500000,0
SGI,04/12/2006,0.58,0.58,0.58,0.58,350000,0
SINO,04/12/2006,0.145,0.15,0.145,0.15,9000000,-30000
SM,04/12/2006,224,224,223,224,5340,-852860
WIN,04/12/2006,0.12,0.12,0.12,0.12,850000,0
^PROPERTY,04/12/2006,904.6,921.44,904.6,921.44,245264,42110
ALI,04/12/2006,11,11.25,11,11.25,7248400,27597850
ARA,04/12/2006,0.33,0.35,0.33,0.35,150000,0
BEL,04/12/2006,1.26,1.34,1.26,1.34,26110000,9285880
CHI,04/12/2006,1.9,1.92,1.88,1.88,1620000,928000
CMP,04/12/2006,1.72,1.76,1.7,1.72,224000,0
CYBR,04/12/2006,0.205,0.205,0.205,0.205,560000,0
EIBR,04/12/2006,0.24,0.24,0.24,0.24,220000,0
ELI,04/12/2006,0.65,0.66,0.64,0.65,41990000,6500
EVER,04/12/2006,0.025,0.026,0.025,0.026,800000,0
FAIR,04/12/2006,0.65,0.73,0.65,0.73,1570000,0
FLI,04/12/2006,1.4,1.48,1.4,1.46,9081000,6221300
IRC,04/12/2006,0.0048,0.0055,0.0048,0.0055,49000000,0
IRCB,04/12/2006,0.0048,0.0055,0.0048,0.0055,67000000,0
KPP,04/12/2006,0.225,0.225,0.225,0.225,110000,0
LND,04/12/2006,0.55,0.55,0.55,0.55,690000,275000
MCB,04/12/2006,0.016,0.016,0.016,0.016,500000,0
MPC,04/12/2006,0.28,0.29,0.27,0.29,16770000,0
MRC,04/12/2006,0.28,0.28,0.26,0.26,770000,0
