^FINANCIAL,03/02/2009,408.85,408.85,395.11,395.58,108416,-4667
BDO,03/02/2009,21,21,20.5,20.75,225800,-297700
BPI,03/02/2009,34.5,34.5,32.5,32.5,1687100,-923600
CHIB,03/02/2009,315,315,315,315,47080,-31500
EIBA,03/02/2009,0.21,0.21,0.21,0.21,580000,0
EIBB,03/02/2009,0.21,0.21,0.21,0.21,250000,0
MBT,03/02/2009,20.75,20.75,20.75,20.75,1050600,1462875
PNB,03/02/2009,11.5,11.5,11.5,11.5,105300,-865950
RCB,03/02/2009,9.2,9.2,8.9,8.9,674000,-3784500
SECB,03/02/2009,26,26.5,26,26.5,28500,0
UBP,03/02/2009,21.25,21.5,21.25,21.5,30900,0
BKD,03/02/2009,1.06,1.06,1.06,1.06,20000,0
BLFI,03/02/2009,1,1,1,1,50000,-50000
FMIC,03/02/2009,33.5,33.5,33.5,33.5,100,0
NRCP,03/02/2009,1.3,1.3,1.28,1.28,10000,0
PSE,03/02/2009,136,138,136,138,15280,-177220
SLF,03/02/2009,710,710,710,710,50,0
^INDUSTRIAL,03/02/2009,2463.61,2480.42,2442.69,2469.4,858635,-19584
AP,03/02/2009,4.2,4.2,4.15,4.2,4015000,9201750
EDC,03/02/2009,2.46,2.65,2.46,2.6,22334000,-16441430
FGEN,03/02/2009,15.25,16,15.25,15.75,886800,179875
FPH,03/02/2009,21.75,22.5,21.75,22.5,1885000,-462325
MER,03/02/2009,90,90,86.5,89.5,7412800,-2348500
MWC,03/02/2009,10.75,10.75,10.5,10.5,1415600,-10448200
PCOR,03/02/2009,5.5,5.5,5.4,5.5,4790000,55000
PNX,03/02/2009,4.05,4.45,4.05,4.45,126000,0
TA,03/02/2009,0.74,0.74,0.74,0.74,30000,0
AMC,03/02/2009,3.85,3.85,3.8,3.8,25000,0
GSMI,03/02/2009,12.75,12.75,12.75,12.75,300,0
JFC,03/02/2009,40.5,40.5,39.5,39.5,214900,-2667100
PIP,03/02/2009,0.86,0.89,0.86,0.88,210000,0
ROX,03/02/2009,2,2,2,2,2000,0
SMB,03/02/2009,8.7,8.7,8.7,8.7,377000,2175000
SMC,03/02/2009,46.5,47,46.5,46.5,99200,0
SMCB,03/02/2009,47,47,46.5,46.5,57700,117500
TUNA,03/02/2009,1.26,1.28,1.24,1.26,88000,0
