^FINANCIAL,06/16/2009,574.29,574.29,558.1,560.94,510445,-166444
ASIA,06/16/2009,5.4,5.4,5.3,5.3,15000,0
BDO,06/16/2009,33,33,31.5,32.5,6354600,-148256050
BPI,06/16/2009,45,45,43.5,44,2773100,-8496600
CHIB,06/16/2009,350,350,340,342.5,3720,0
MBT,06/16/2009,33.5,33.5,32,32.5,4207800,-6027750
PNB,06/16/2009,21.75,22,21.25,21.5,878100,3073700
PSB,06/16/2009,40,40,40,40,1000,0
RCB,06/16/2009,15.5,15.5,15.5,15.5,119100,0
SECB,06/16/2009,42,42,41,41.5,200100,-6737400
UBP,06/16/2009,25,25,24.25,24.25,273200,0
BKD,06/16/2009,1.08,1.08,1.08,1.08,25000,0
BLFI,06/16/2009,1.3,1.3,1.3,1.3,1000,0
COL,06/16/2009,7.9,7.9,7.8,7.8,70000,0
FAF,06/16/2009,0.5,0.5,0.5,0.5,300000,0
I,06/16/2009,4.15,4.15,4.15,4.15,36000,0
MED,06/16/2009,0.19,0.19,0.18,0.18,50000,0
NRCP,06/16/2009,1.78,1.78,1.76,1.76,868000,0
PSE,06/16/2009,277.5,277.5,267.5,270,22140,0
V,06/16/2009,1.04,1.08,1.04,1.04,730000,0
^INDUSTRIAL,06/16/2009,3559.23,3592.66,3440.05,3440.89,867560,-38225
AP,06/16/2009,5.8,5.8,5.7,5.7,755000,-210900
EDC,06/16/2009,3.95,3.95,3.8,3.9,51875000,29967250
FGEN,06/16/2009,22.75,23,21.25,21.75,3034600,-8338000
FPH,06/16/2009,33.5,34.5,31,32.5,2894100,-3516450
MER,06/16/2009,154,161,140,140,786300,-9337580
MWC,06/16/2009,14.5,14.75,14.25,14.25,6565100,-15750275
PCOR,06/16/2009,5.6,5.6,5.3,5.3,3187000,-10964500
PNX,06/16/2009,5.8,5.8,5.8,5.8,36000,0
PWR,06/16/2009,0.3,0.3,0.3,0.3,160000,0
SPC,06/16/2009,3,3,3,3,46000,0
TA,06/16/2009,1.06,1.06,1,1,1080000,0
AMC,06/16/2009,4.3,4.4,4.3,4.4,8000,0
ANI,06/16/2009,12.25,13,12,13,509800,28800
GSMI,06/16/2009,15.75,16,15.75,16,13700,0
JFC,06/16/2009,49,49,48,48.5,791600,-18001900
PIP,06/16/2009,1.4,1.42,1.38,1.4,12053000,4843800
RFM,06/16/2009,0.35,0.35,0.34,0.34,1090000,0
SMB,06/16/2009,9,9,8.9,8.9,32000,-99000
SMC,06/16/2009,60.5,65,60.5,63,960100,0
SMCB,06/16/2009,60,64.5,60,63.5,1015800,8083600
TUNA,06/16/2009,1.38,1.4,1.36,1.38,5911000,86540
