^FINANCIAL,09/14/2006,732.69,739.92,732.69,739.84,3938,-1461
ASIA,09/14/2006,5.6,5.6,5.6,5.6,4000,0
BDO,09/14/2006,38,38,37.5,37.5,261000,-6000
BPI,09/14/2006,54.5,55.5,54.5,55.5,654600,-595900
CHIB,09/14/2006,690,695,690,695,4020,0
CSB,09/14/2006,20.5,20.5,20.5,20.5,300,0
EIB,09/14/2006,0.4,0.4,0.39,0.39,420000,0
EPCI,09/14/2006,76.5,77,76.5,77,35900,-895050
MBT,09/14/2006,39.5,39.5,39.5,39.5,461100,-1785400
PNB,09/14/2006,33.5,34,33.5,34,1500,0
PSB,09/14/2006,42.5,42.5,42.5,42.5,5000,0
RCB,09/14/2006,17.5,17.5,17,17,10100,0
SECB,09/14/2006,51.5,51.5,51,51,146000,1820500
UBP,09/14/2006,45,45,45,45,37500,0
COL,09/14/2006,2.75,2.9,2.75,2.9,1385000,0
FFI,09/14/2006,4,4,4,4,1000,0
FMIC,09/14/2006,30.5,30.5,30.5,30.5,10000,0
MFC,09/14/2006,1580,1580,1580,1580,150,0
PCIL,09/14/2006,1.02,1.02,1.02,1.02,30000,0
V,09/14/2006,1.36,1.36,1.34,1.34,471000,0
^INDUSTRIAL,09/14/2006,3154.84,3173.78,3148.52,3170.52,243505,3945
FGEN,09/14/2006,47.5,48,47.5,48,640400,-2885000
FPH,09/14/2006,46,47.5,46,47.5,1482100,56107500
MER,09/14/2006,18.25,18.5,18.25,18.5,104500,0
MERB,09/14/2006,29.5,30,29.5,30,351900,-3525950
MWC,09/14/2006,9,9.2,9,9.1,7652000,-8739800
PCOR,09/14/2006,3.85,3.85,3.8,3.8,4998000,-4511700
TA,09/14/2006,1.02,1.02,1.02,1.02,320000,0
AMC,09/14/2006,2.95,3,2.95,3,21000,0
GSMI,09/14/2006,23.25,23.25,23,23,47000,-1038250
JFC,09/14/2006,33.5,33.5,33.5,33.5,571100,-1567800
RFM,09/14/2006,0.84,0.84,0.84,0.84,20000,0
ROX,09/14/2006,3.7,3.7,3.65,3.65,387000,-226300
SMC,09/14/2006,64.5,65,64.5,65,135300,0
SMCB,09/14/2006,71.5,71.5,70,71,190900,-11656100
URC,09/14/2006,18,18.25,18,18,3176700,-14816225
VITA,09/14/2006,0.22,0.235,0.22,0.22,3250000,0
CMT,09/14/2006,0.28,0.28,0.28,0.28,580000,0
EEI,09/14/2006,1.62,1.62,1.6,1.6,1891000,-201280
HLCM,09/14/2006,4.85,4.9,4.85,4.9,1105000,-2679150
COAT,09/14/2006,3.8,3.9,3.35,3.45,722000,1015000
MAH,09/14/2006,0.33,0.33,0.33,0.33,100000,0
MAHB,09/14/2006,0.35,0.35,0.33,0.33,360000,0
MVC,09/14/2006,0.62,0.62,0.62,0.62,10000,0
GEI,09/14/2006,0.38,0.47,0.37,0.45,212690000,-1329900
PCP,09/14/2006,0.105,0.105,0.105,0.105,2700000,0
